Plot,X,Y
Metadata,518,Gallery
Metadata,698,Probe
Metadata,698,Genuine
Metadata,360866,Impostor
Metadata,0,Ignored
IET,0.27983,0.72017
DET,0.000493613,0.947741
FAR,-7.78957,0.000493613
FRR,-9.3715,0.0222174
IET,0.281124,0.718876
DET,0.00050747,0.947552
FAR,-7.79256,0.00050747
FRR,-9.37064,0.0225271
IET,0.282424,0.717576
DET,0.000521717,0.947358
FAR,-7.79564,0.000521717
FRR,-9.36977,0.0228411
IET,0.28373,0.71627
DET,0.000536363,0.947159
FAR,-7.7988,0.000536363
FRR,-9.36689,0.0231595
IET,0.285043,0.714957
DET,0.000551421,0.946834
FAR,-7.80231,0.000551421
FRR,-9.36328,0.0234823
IET,0.286361,0.713639
DET,0.000566901,0.945945
FAR,-7.80712,0.000566901
FRR,-9.35961,0.0238097
IET,0.287685,0.712315
DET,0.000582815,0.944015
FAR,-7.81184,0.000582815
FRR,-9.3559,0.0241416
IET,0.289016,0.710984
DET,0.000599177,0.943517
FAR,-7.81523,0.000599177
FRR,-9.3532,0.0244781
IET,0.290353,0.709647
DET,0.000615998,0.943006
FAR,-7.81873,0.000615998
FRR,-9.35234,0.0248193
IET,0.291696,0.708304
DET,0.000633291,0.942502
FAR,-7.82171,0.000633291
FRR,-9.35148,0.0251653
IET,0.293045,0.706955
DET,0.000651069,0.942019
FAR,-7.82386,0.000651069
FRR,-9.3506,0.0255161
IET,0.2944,0.7056
DET,0.000669347,0.941521
FAR,-7.82607,0.000669347
FRR,-9.34991,0.0258717
IET,0.295762,0.704238
DET,0.000688138,0.940963
FAR,-7.82881,0.000688138
FRR,-9.3499,0.0262324
IET,0.29713,0.70287
DET,0.000707456,0.940339
FAR,-7.83213,0.000707456
FRR,-9.34988,0.026598
IET,0.298504,0.701496
DET,0.000727316,0.938174
FAR,-7.83634,0.000727316
FRR,-9.34987,0.0269688
IET,0.299884,0.700116
DET,0.000747734,0.93627
FAR,-7.84043,0.000747734
FRR,-9.34887,0.0273447
IET,0.301271,0.698729
DET,0.000768726,0.935407
FAR,-7.84434,0.000768726
FRR,-9.34582,0.0277259
IET,0.302665,0.697335
DET,0.000790306,0.935008
FAR,-7.84781,0.000790306
FRR,-9.34274,0.0281124
IET,0.304065,0.695935
DET,0.000812493,0.934599
FAR,-7.85139,0.000812493
FRR,-9.33961,0.0285043
IET,0.305471,0.694529
DET,0.000835302,0.934178
FAR,-7.85506,0.000835302
FRR,-9.33767,0.0289016
IET,0.306884,0.693116
DET,0.000858752,0.933
FAR,-7.8579,0.000858752
FRR,-9.33647,0.0293045
IET,0.308303,0.691697
DET,0.00088286,0.931615
FAR,-7.86103,0.00088286
FRR,-9.33524,0.029713
IET,0.309729,0.690271
DET,0.000907645,0.931019
FAR,-7.86381,0.000907645
FRR,-9.33355,0.0301271
IET,0.311162,0.688838
DET,0.000933125,0.93072
FAR,-7.86645,0.000933125
FRR,-9.32768,0.0305471
IET,0.312601,0.687399
DET,0.000959321,0.930412
FAR,-7.86917,0.000959321
FRR,-9.32173,0.0309729
IET,0.314047,0.685953
DET,0.000986252,0.930096
FAR,-7.87197,0.000986252
FRR,-9.3157,0.0314046
IET,0.315499,0.684501
DET,0.00101394,0.929759
FAR,-7.87483,0.00101394
FRR,-9.31295,0.0318424
IET,0.316958,0.683042
DET,0.0010424,0.929299
FAR,-7.8776,0.0010424
FRR,-9.31137,0.0322863
IET,0.318424,0.681576
DET,0.00107167,0.928827
FAR,-7.88045,0.00107167
FRR,-9.30977,0.0327363
IET,0.319897,0.680103
DET,0.00110175,0.928297
FAR,-7.88339,0.00110175
FRR,-9.30686,0.0331927
IET,0.321376,0.678624
DET,0.00113268,0.926964
FAR,-7.88657,0.00113268
FRR,-9.30276,0.0336553
IET,0.322863,0.677137
DET,0.00116448,0.926169
FAR,-7.89035,0.00116448
FRR,-9.29861,0.0341245
IET,0.324356,0.675644
DET,0.00119717,0.92526
FAR,-7.89419,0.00119717
FRR,-9.29579,0.0346002
IET,0.325856,0.674144
DET,0.00123078,0.923946
FAR,-7.89759,0.00123078
FRR,-9.29462,0.0350825
IET,0.327363,0.672637
DET,0.00126533,0.923231
FAR,-7.89985,0.00126533
FRR,-9.29343,0.0355715
IET,0.328877,0.671123
DET,0.00130085,0.921143
FAR,-7.90273,0.00130085
FRR,-9.29279,0.0360674
IET,0.330398,0.669602
DET,0.00133737,0.920588
FAR,-7.90616,0.00133737
FRR,-9.2927,0.0365701
IET,0.331927,0.668073
DET,0.00137492,0.920017
FAR,-7.90969,0.00137492
FRR,-9.2926,0.0370799
IET,0.333462,0.666538
DET,0.00141352,0.918717
FAR,-7.91286,0.00141352
FRR,-9.29179,0.0375967
IET,0.335004,0.664996
DET,0.0014532,0.917827
FAR,-7.91615,0.0014532
FRR,-9.2906,0.0381208
IET,0.336554,0.663446
DET,0.00149399,0.917168
FAR,-7.91962,0.00149399
FRR,-9.28941,0.0386522
IET,0.33811,0.66189
DET,0.00153593,0.915377
FAR,-7.92294,0.00153593
FRR,-9.28932,0.039191
IET,0.339674,0.660326
DET,0.00157905,0.913456
FAR,-7.92697,0.00157905
FRR,-9.2893,0.0397373
IET,0.341245,0.658755
DET,0.00162338,0.912666
FAR,-7.9306,0.00162338
FRR,-9.28726,0.0402912
IET,0.342823,0.657177
DET,0.00166896,0.909174
FAR,-7.93457,0.00166896
FRR,-9.28084,0.0408529
IET,0.344409,0.655591
DET,0.00171581,0.908501
FAR,-7.93833,0.00171581
FRR,-9.27433,0.0414223
IET,0.346002,0.653998
DET,0.00176398,0.907823
FAR,-7.94147,0.00176398
FRR,-9.27045,0.0419997
IET,0.347602,0.652398
DET,0.0018135,0.907131
FAR,-7.9444,0.0018135
FRR,-9.26727,0.0425852
IET,0.34921,0.65079
DET,0.00186441,0.903935
FAR,-7.94829,0.00186441
FRR,-9.26358,0.0431788
IET,0.350825,0.649175
DET,0.00191675,0.902484
FAR,-7.95239,0.00191675
FRR,-9.2589,0.0437807
IET,0.352447,0.647553
DET,0.00197056,0.902092
FAR,-7.95617,0.00197056
FRR,-9.25416,0.044391
IET,0.354077,0.645923
DET,0.00202588,0.90169
FAR,-7.96004,0.00202588
FRR,-9.2504,0.0450098
IET,0.355715,0.644285
DET,0.00208275,0.901275
FAR,-7.96403,0.00208275
FRR,-9.24663,0.0456372
IET,0.35736,0.64264
DET,0.00214122,0.899977
FAR,-7.96761,0.00214122
FRR,-9.24279,0.0462733
IET,0.359013,0.640987
DET,0.00220133,0.899128
FAR,-7.97033,0.00220133
FRR,-9.23889,0.0469183
IET,0.360674,0.639326
DET,0.00226313,0.898418
FAR,-7.973,0.00226313
FRR,-9.23587,0.0475724
IET,0.362342,0.637658
DET,0.00232666,0.896403
FAR,-7.97673,0.00232666
FRR,-9.23398,0.0482355
IET,0.364017,0.635983
DET,0.00239198,0.895684
FAR,-7.97996,0.00239198
FRR,-9.23187,0.0489079
IET,0.365701,0.634299
DET,0.00245913,0.895143
FAR,-7.98297,0.00245913
FRR,-9.22925,0.0495896
IET,0.367393,0.632607
DET,0.00252817,0.894702
FAR,-7.98587,0.00252817
FRR,-9.2266,0.0502809
IET,0.369092,0.630908
DET,0.00259914,0.894249
FAR,-7.98886,0.00259914
FRR,-9.22398,0.0509818
IET,0.370799,0.629201
DET,0.00267211,0.89163
FAR,-7.99265,0.00267211
FRR,-9.22046,0.0516924
IET,0.372514,0.627486
DET,0.00274712,0.889238
FAR,-7.99689,0.00274712
FRR,-9.21245,0.052413
IET,0.374237,0.625763
DET,0.00282424,0.888371
FAR,-8.00142,0.00282424
FRR,-9.20572,0.0531436
IET,0.375968,0.624032
DET,0.00290353,0.886605
FAR,-8.00528,0.00290353
FRR,-9.20506,0.0538844
IET,0.377706,0.622294
DET,0.00298504,0.88602
FAR,-8.00863,0.00298504
FRR,-9.20327,0.0546355
IET,0.379453,0.620547
DET,0.00306884,0.885418
FAR,-8.01208,0.00306884
FRR,-9.19819,0.0553971
IET,0.381208,0.618792
DET,0.00315499,0.884065
FAR,-8.01554,0.00315499
FRR,-9.19328,0.0561693
IET,0.382971,0.617029
DET,0.00324356,0.883391
FAR,-8.01903,0.00324356
FRR,-9.18866,0.0569523
IET,0.384743,0.615257
DET,0.00333462,0.882763
FAR,-8.02262,0.00333462
FRR,-9.18566,0.0577461
IET,0.386522,0.613478
DET,0.00342823,0.879947
FAR,-8.02601,0.00342823
FRR,-9.184,0.0585511
IET,0.38831,0.61169
DET,0.00352447,0.877802
FAR,-8.02952,0.00352447
FRR,-9.18337,0.0593673
IET,0.390106,0.609894
DET,0.00362341,0.87728
FAR,-8.03316,0.00362341
FRR,-9.18299,0.0601948
IET,0.39191,0.60809
DET,0.00372514,0.876753
FAR,-8.03685,0.00372514
FRR,-9.18061,0.0610339
IET,0.393723,0.606277
DET,0.00382971,0.876317
FAR,-8.04005,0.00382971
FRR,-9.17858,0.0618847
IET,0.395544,0.604456
DET,0.00393723,0.875869
FAR,-8.04334,0.00393723
FRR,-9.1773,0.0627473
IET,0.397373,0.602627
DET,0.00404776,0.875408
FAR,-8.04672,0.00404776
FRR,-9.1761,0.063622
IET,0.399211,0.600789
DET,0.00416139,0.874537
FAR,-8.05029,0.00416139
FRR,-9.17486,0.0645088
IET,0.401057,0.598943
DET,0.00427821,0.873
FAR,-8.05397,0.00427821
FRR,-9.17191,0.0654081
IET,0.402912,0.597088
DET,0.00439832,0.870876
FAR,-8.05729,0.00439832
FRR,-9.16982,0.0663198
IET,0.404776,0.595224
DET,0.00452179,0.870369
FAR,-8.06093,0.00452179
FRR,-9.16877,0.0672443
IET,0.406648,0.593352
DET,0.00464873,0.869848
FAR,-8.06467,0.00464873
FRR,-9.16716,0.0681816
IET,0.408529,0.591471
DET,0.00477924,0.865899
FAR,-8.06858,0.00477924
FRR,-9.16601,0.069132
IET,0.410418,0.589582
DET,0.00491341,0.861957
FAR,-8.07214,0.00491341
FRR,-9.16573,0.0700957
IET,0.412316,0.587684
DET,0.00505134,0.856268
FAR,-8.07547,0.00505134
FRR,-9.16208,0.0710728
IET,0.414223,0.585777
DET,0.00519315,0.854497
FAR,-8.07923,0.00519315
FRR,-9.15948,0.0720635
IET,0.416139,0.583861
DET,0.00533894,0.852743
FAR,-8.08309,0.00533894
FRR,-9.15887,0.073068
IET,0.418064,0.581936
DET,0.00548882,0.851957
FAR,-8.08661,0.00548882
FRR,-9.15805,0.0740866
IET,0.419997,0.580003
DET,0.00564291,0.851335
FAR,-8.09015,0.00564291
FRR,-9.15716,0.0751193
IET,0.42194,0.57806
DET,0.00580132,0.848637
FAR,-8.09404,0.00580132
FRR,-9.15636,0.0761664
IET,0.423891,0.576109
DET,0.00596418,0.847079
FAR,-8.0975,0.00596418
FRR,-9.15607,0.0772281
IET,0.425852,0.574148
DET,0.00613162,0.846079
FAR,-8.10077,0.00613162
FRR,-9.15181,0.0783046
IET,0.427821,0.572179
DET,0.00630375,0.845223
FAR,-8.10409,0.00630375
FRR,-9.14344,0.0793962
IET,0.4298,0.5702
DET,0.00648072,0.844678
FAR,-8.10731,0.00648072
FRR,-9.13459,0.0805029
IET,0.431788,0.568212
DET,0.00666265,0.844118
FAR,-8.11063,0.00666265
FRR,-9.13343,0.0816251
IET,0.433785,0.566215
DET,0.00684969,0.842276
FAR,-8.11399,0.00684969
FRR,-9.12355,0.0827629
IET,0.435791,0.564209
DET,0.00704199,0.839691
FAR,-8.11795,0.00704199
FRR,-9.11919,0.0839166
IET,0.437807,0.562193
DET,0.00723968,0.837879
FAR,-8.12176,0.00723968
FRR,-9.118,0.0850863
IET,0.439832,0.560168
DET,0.00744292,0.835289
FAR,-8.12513,0.00744292
FRR,-9.11712,0.0862724
IET,0.441866,0.558134
DET,0.00765187,0.832937
FAR,-8.12829,0.00765187
FRR,-9.11415,0.0874749
IET,0.44391,0.55609
DET,0.00786668,0.830592
FAR,-8.13163,0.00786668
FRR,-9.10477,0.0886943
IET,0.445963,0.554037
DET,0.00808752,0.829759
FAR,-8.13516,0.00808752
FRR,-9.10235,0.0899306
IET,0.448025,0.551975
DET,0.00831457,0.825944
FAR,-8.13963,0.00831457
FRR,-9.10135,0.0911842
IET,0.450098,0.549902
DET,0.00854798,0.82214
FAR,-8.14369,0.00854798
FRR,-9.1007,0.0924553
IET,0.452179,0.547821
DET,0.00878795,0.821052
FAR,-8.14721,0.00878795
FRR,-9.09939,0.0937441
IET,0.454271,0.545729
DET,0.00903466,0.817842
FAR,-8.15091,0.00903466
FRR,-9.09803,0.0950508
IET,0.456372,0.543628
DET,0.00928829,0.817298
FAR,-8.15436,0.00928829
FRR,-9.09777,0.0963758
IET,0.458482,0.541518
DET,0.00954904,0.816738
FAR,-8.15792,0.00954904
FRR,-9.09616,0.0977192
IET,0.460603,0.539397
DET,0.00981712,0.815006
FAR,-8.16108,0.00981712
FRR,-9.0917,0.0990814
IET,0.462733,0.537267
DET,0.0100927,0.813087
FAR,-8.16456,0.0100927
FRR,-9.08797,0.100462
IET,0.464873,0.535127
DET,0.010376,0.809428
FAR,-8.16806,0.010376
FRR,-9.08608,0.101863
IET,0.467023,0.532977
DET,0.0106673,0.806187
FAR,-8.17175,0.0106673
FRR,-9.08218,0.103283
IET,0.469183,0.530817
DET,0.0109668,0.803323
FAR,-8.17558,0.0109668
FRR,-9.08021,0.104723
IET,0.471353,0.528647
DET,0.0112747,0.801808
FAR,-8.1796,0.0112747
FRR,-9.07821,0.106182
IET,0.473534,0.526466
DET,0.0115912,0.800755
FAR,-8.18352,0.0115912
FRR,-9.07811,0.107662
IET,0.475724,0.524276
DET,0.0119166,0.800264
FAR,-8.18754,0.0119166
FRR,-9.07637,0.109163
IET,0.477924,0.522076
DET,0.0122511,0.799758
FAR,-8.19168,0.0122511
FRR,-9.06833,0.110685
IET,0.480134,0.519866
DET,0.0125951,0.796293
FAR,-8.19518,0.0125951
FRR,-9.06264,0.112228
IET,0.482355,0.517645
DET,0.0129487,0.794191
FAR,-8.19893,0.0129487
FRR,-9.05972,0.113792
IET,0.484586,0.515414
DET,0.0133122,0.792506
FAR,-8.20287,0.0133122
FRR,-9.0542,0.115378
IET,0.486827,0.513173
DET,0.0136859,0.790433
FAR,-8.20681,0.0136859
FRR,-9.04839,0.116987
IET,0.489079,0.510921
DET,0.0140701,0.789641
FAR,-8.211,0.0140701
FRR,-9.0472,0.118617
IET,0.491341,0.508659
DET,0.0144651,0.787012
FAR,-8.21513,0.0144651
FRR,-9.04631,0.120271
IET,0.493613,0.506387
DET,0.0148712,0.783496
FAR,-8.21943,0.0148712
FRR,-9.04541,0.121947
IET,0.495896,0.504104
DET,0.0152886,0.782041
FAR,-8.22328,0.0152886
FRR,-9.04225,0.123647
IET,0.49819,0.50181
DET,0.0157178,0.781235
FAR,-8.22702,0.0157178
FRR,-9.03775,0.125371
IET,0.500494,0.499506
DET,0.0161591,0.78045
FAR,-8.23073,0.0161591
FRR,-9.03403,0.127118
IET,0.502809,0.497191
DET,0.0166127,0.779693
FAR,-8.2344,0.0166127
FRR,-9.03097,0.12889
IET,0.505134,0.494866
DET,0.0170791,0.776274
FAR,-8.23843,0.0170791
FRR,-9.02932,0.130687
IET,0.507471,0.492529
DET,0.0175586,0.774347
FAR,-8.24173,0.0175586
FRR,-9.02133,0.132509
IET,0.509818,0.490182
DET,0.0180515,0.772805
FAR,-8.24538,0.0180515
FRR,-9.01397,0.134356
IET,0.512176,0.487824
DET,0.0185583,0.771615
FAR,-8.24893,0.0185583
FRR,-9.01159,0.136229
IET,0.514544,0.485456
DET,0.0190792,0.770296
FAR,-8.25241,0.0190792
FRR,-9.00849,0.138128
IET,0.516924,0.483076
DET,0.0196148,0.769177
FAR,-8.25627,0.0196148
FRR,-8.9994,0.140053
IET,0.519315,0.480685
DET,0.0201655,0.76781
FAR,-8.26012,0.0201655
FRR,-8.99565,0.142005
IET,0.521717,0.478283
DET,0.0207316,0.764706
FAR,-8.264,0.0207316
FRR,-8.98786,0.143985
IET,0.52413,0.47587
DET,0.0213136,0.76393
FAR,-8.26792,0.0213136
FRR,-8.98595,0.145992
IET,0.526554,0.473446
DET,0.021912,0.762693
FAR,-8.27211,0.021912
FRR,-8.98425,0.148027
IET,0.528989,0.471011
DET,0.0225271,0.761009
FAR,-8.27616,0.0225271
FRR,-8.97741,0.15009
IET,0.531436,0.468564
DET,0.0231595,0.75762
FAR,-8.28034,0.0231595
FRR,-8.97278,0.152182
IET,0.533894,0.466106
DET,0.0238097,0.753382
FAR,-8.28431,0.0238097
FRR,-8.97139,0.154304
IET,0.536363,0.463637
DET,0.0244781,0.749992
FAR,-8.28836,0.0244781
FRR,-8.96467,0.156455
IET,0.538844,0.461156
DET,0.0251653,0.748833
FAR,-8.29231,0.0251653
FRR,-8.96257,0.158636
IET,0.541336,0.458664
DET,0.0258717,0.744772
FAR,-8.29607,0.0258717
FRR,-8.96123,0.160847
IET,0.54384,0.45616
DET,0.026598,0.741956
FAR,-8.30028,0.026598
FRR,-8.9579,0.163089
IET,0.546355,0.453645
DET,0.0273447,0.729194
FAR,-8.30435,0.0273447
FRR,-8.95548,0.165362
IET,0.548882,0.451118
DET,0.0281124,0.722723
FAR,-8.30879,0.0281124
FRR,-8.9549,0.167668
IET,0.551421,0.448579
DET,0.0289016,0.720457
FAR,-8.313,0.0289016
FRR,-8.95339,0.170005
IET,0.553971,0.446029
DET,0.0297129,0.71632
FAR,-8.31711,0.0297129
FRR,-8.94919,0.172374
IET,0.556533,0.443467
DET,0.0305471,0.715497
FAR,-8.32114,0.0305471
FRR,-8.9417,0.174777
IET,0.559107,0.440893
DET,0.0314047,0.710265
FAR,-8.32531,0.0314047
FRR,-8.94076,0.177214
IET,0.561693,0.438307
DET,0.0322863,0.707003
FAR,-8.32981,0.0322863
FRR,-8.93708,0.179684
IET,0.564291,0.435709
DET,0.0331926,0.704803
FAR,-8.33406,0.0331926
FRR,-8.93245,0.182188
IET,0.566901,0.433099
DET,0.0341245,0.703546
FAR,-8.33801,0.0341245
FRR,-8.92847,0.184728
IET,0.569523,0.430477
DET,0.0350825,0.698752
FAR,-8.34224,0.0350825
FRR,-8.92409,0.187303
IET,0.572157,0.427843
DET,0.0360673,0.69013
FAR,-8.34621,0.0360673
FRR,-8.9093,0.189914
IET,0.574803,0.425197
DET,0.0370799,0.688168
FAR,-8.35028,0.0370799
FRR,-8.89992,0.192561
IET,0.577462,0.422538
DET,0.0381208,0.684883
FAR,-8.35472,0.0381208
FRR,-8.89725,0.195245
IET,0.580132,0.419868
DET,0.039191,0.683666
FAR,-8.35922,0.039191
FRR,-8.89413,0.197967
IET,0.582815,0.417185
DET,0.0402912,0.682295
FAR,-8.36354,0.0402912
FRR,-8.88901,0.200727
IET,0.585511,0.414489
DET,0.0414223,0.675977
FAR,-8.36794,0.0414223
FRR,-8.88758,0.203525
IET,0.588219,0.411781
DET,0.0425852,0.674911
FAR,-8.37227,0.0425852
FRR,-8.88386,0.206362
IET,0.59094,0.40906
DET,0.0437807,0.673603
FAR,-8.37671,0.0437807
FRR,-8.88181,0.209238
IET,0.593673,0.406327
DET,0.0450097,0.66738
FAR,-8.38097,0.0450097
FRR,-8.8814,0.212155
IET,0.596419,0.403581
DET,0.0462733,0.665516
FAR,-8.38507,0.0462733
FRR,-8.87873,0.215112
IET,0.599177,0.400823
DET,0.0475724,0.660045
FAR,-8.38966,0.0475724
FRR,-8.872,0.218111
IET,0.601948,0.398052
DET,0.0489079,0.655432
FAR,-8.39417,0.0489079
FRR,-8.86438,0.221151
IET,0.604732,0.395268
DET,0.0502809,0.650579
FAR,-8.3989,0.0502809
FRR,-8.8581,0.224234
IET,0.607529,0.392471
DET,0.0516924,0.647595
FAR,-8.40347,0.0516924
FRR,-8.85369,0.22736
IET,0.610339,0.389661
DET,0.0531436,0.642933
FAR,-8.40795,0.0531436
FRR,-8.84993,0.230529
IET,0.613162,0.386838
DET,0.0546355,0.640553
FAR,-8.4125,0.0546355
FRR,-8.84918,0.233742
IET,0.615998,0.384002
DET,0.0561693,0.637583
FAR,-8.41692,0.0561693
FRR,-8.84587,0.237001
IET,0.618847,0.381153
DET,0.0577461,0.630981
FAR,-8.42161,0.0577461
FRR,-8.83996,0.240304
IET,0.621709,0.378291
DET,0.0593673,0.62135
FAR,-8.42635,0.0593673
FRR,-8.83344,0.243654
IET,0.624584,0.375416
DET,0.0610339,0.615679
FAR,-8.43112,0.0610339
FRR,-8.82566,0.24705
IET,0.627473,0.372527
DET,0.0627473,0.60944
FAR,-8.43592,0.0627473
FRR,-8.81968,0.250494
IET,0.630375,0.369625
DET,0.0645088,0.608009
FAR,-8.44065,0.0645088
FRR,-8.81653,0.253986
IET,0.633291,0.366709
DET,0.0663198,0.604137
FAR,-8.44547,0.0663198
FRR,-8.81559,0.257526
IET,0.63622,0.36378
DET,0.0681816,0.595265
FAR,-8.45041,0.0681816
FRR,-8.81086,0.261116
IET,0.639162,0.360838
DET,0.0700957,0.590391
FAR,-8.45526,0.0700957
FRR,-8.79762,0.264756
IET,0.642119,0.357881
DET,0.0720635,0.583781
FAR,-8.46023,0.0720635
FRR,-8.79462,0.268446
IET,0.645088,0.354912
DET,0.0740866,0.58218
FAR,-8.46482,0.0740866
FRR,-8.79135,0.272188
IET,0.648072,0.351928
DET,0.0761664,0.579367
FAR,-8.46977,0.0761664
FRR,-8.78983,0.275983
IET,0.651069,0.348931
DET,0.0783046,0.575477
FAR,-8.47473,0.0783046
FRR,-8.78649,0.27983
IET,0.654081,0.345919
DET,0.0805029,0.572593
FAR,-8.47965,0.0805029
FRR,-8.78148,0.28373
IET,0.657106,0.342894
DET,0.0827629,0.568258
FAR,-8.48468,0.0827629
FRR,-8.77402,0.287685
IET,0.660145,0.339855
DET,0.0850863,0.565303
FAR,-8.48966,0.0850863
FRR,-8.77118,0.291696
IET,0.663198,0.336802
DET,0.0874749,0.563208
FAR,-8.49493,0.0874749
FRR,-8.76844,0.295762
IET,0.666265,0.333735
DET,0.0899306,0.561882
FAR,-8.50001,0.0899306
FRR,-8.76631,0.299884
IET,0.669347,0.330653
DET,0.0924553,0.554285
FAR,-8.50512,0.0924553
FRR,-8.76501,0.304065
IET,0.672443,0.327557
DET,0.0950508,0.54673
FAR,-8.51064,0.0950508
FRR,-8.76323,0.308303
IET,0.675553,0.324447
DET,0.0977192,0.541317
FAR,-8.5161,0.0977192
FRR,-8.75636,0.312601
IET,0.678677,0.321323
DET,0.100462,0.531544
FAR,-8.52177,0.100462
FRR,-8.75437,0.316958
IET,0.681816,0.318184
DET,0.103283,0.523395
FAR,-8.52688,0.103283
FRR,-8.74935,0.321376
IET,0.68497,0.31503
DET,0.106182,0.518805
FAR,-8.53202,0.106182
FRR,-8.73925,0.325856
IET,0.688138,0.311862
DET,0.109163,0.515174
FAR,-8.5375,0.109163
FRR,-8.73491,0.330398
IET,0.69132,0.30868
DET,0.112228,0.510313
FAR,-8.54267,0.112228
FRR,-8.73179,0.335004
IET,0.694518,0.305482
DET,0.115378,0.506524
FAR,-8.548,0.115378
FRR,-8.72425,0.339674
IET,0.69773,0.30227
DET,0.118617,0.501166
FAR,-8.55341,0.118617
FRR,-8.71003,0.344409
IET,0.700957,0.299043
DET,0.121947,0.492622
FAR,-8.55873,0.121947
FRR,-8.70591,0.349209
IET,0.704199,0.295801
DET,0.125371,0.482793
FAR,-8.56442,0.125371
FRR,-8.70037,0.354077
IET,0.707456,0.292544
DET,0.12889,0.477322
FAR,-8.5699,0.12889
FRR,-8.69388,0.359013
IET,0.710728,0.289272
DET,0.132509,0.468784
FAR,-8.57545,0.132509
FRR,-8.69118,0.364017
IET,0.714015,0.285985
DET,0.136229,0.465513
FAR,-8.5813,0.136229
FRR,-8.68488,0.369092
IET,0.717318,0.282682
DET,0.140053,0.464313
FAR,-8.58714,0.140053
FRR,-8.67978,0.374237
IET,0.720635,0.279365
DET,0.143985,0.460309
FAR,-8.59326,0.143985
FRR,-8.67363,0.379453
IET,0.723968,0.276032
DET,0.148027,0.451104
FAR,-8.59931,0.148027
FRR,-8.66977,0.384743
IET,0.727317,0.272683
DET,0.152182,0.449329
FAR,-8.60517,0.152182
FRR,-8.66481,0.390106
IET,0.73068,0.26932
DET,0.156455,0.443604
FAR,-8.61122,0.156455
FRR,-8.66008,0.395544
IET,0.73406,0.26594
DET,0.160847,0.441788
FAR,-8.61733,0.160847
FRR,-8.6557,0.401057
IET,0.737455,0.262545
DET,0.165362,0.436552
FAR,-8.62347,0.165362
FRR,-8.64629,0.406648
IET,0.740866,0.259134
DET,0.170005,0.431578
FAR,-8.62986,0.170005
FRR,-8.64266,0.412316
IET,0.744292,0.255708
DET,0.174777,0.426401
FAR,-8.6363,0.174777
FRR,-8.63966,0.418064
IET,0.747735,0.252265
DET,0.179684,0.412202
FAR,-8.64275,0.179684
FRR,-8.63667,0.423891
IET,0.751193,0.248807
DET,0.184728,0.405724
FAR,-8.64901,0.184728
FRR,-8.63222,0.4298
IET,0.754667,0.245333
DET,0.189914,0.400925
FAR,-8.65571,0.189914
FRR,-8.626,0.435791
IET,0.758158,0.241842
DET,0.195246,0.392097
FAR,-8.66212,0.195246
FRR,-8.61726,0.441866
IET,0.761664,0.238336
DET,0.200727,0.385506
FAR,-8.66884,0.200727
FRR,-8.6057,0.448025
IET,0.765187,0.234813
DET,0.206362,0.377162
FAR,-8.67559,0.206362
FRR,-8.59722,0.454271
IET,0.768726,0.231274
DET,0.212155,0.37038
FAR,-8.68249,0.212155
FRR,-8.59264,0.460603
IET,0.772281,0.227719
DET,0.218111,0.365448
FAR,-8.68944,0.218111
FRR,-8.57936,0.467023
IET,0.775853,0.224147
DET,0.224234,0.357501
FAR,-8.69653,0.224234
FRR,-8.57195,0.473533
IET,0.779442,0.220558
DET,0.230529,0.351167
FAR,-8.70373,0.230529
FRR,-8.56669,0.480134
IET,0.783047,0.216953
DET,0.237,0.343626
FAR,-8.71092,0.237
FRR,-8.56299,0.486827
IET,0.786668,0.213332
DET,0.243654,0.341357
FAR,-8.71823,0.243654
FRR,-8.55844,0.493613
IET,0.790307,0.209693
DET,0.250494,0.337555
FAR,-8.7256,0.250494
FRR,-8.554,0.500494
IET,0.793962,0.206038
DET,0.257526,0.333263
FAR,-8.73306,0.257526
FRR,-8.54719,0.50747
IET,0.797634,0.202366
DET,0.264756,0.324917
FAR,-8.74063,0.264756
FRR,-8.53896,0.514544
IET,0.801323,0.198677
DET,0.272188,0.322587
FAR,-8.74834,0.272188
FRR,-8.52858,0.521717
IET,0.805029,0.194971
DET,0.27983,0.314112
FAR,-8.75623,0.27983
FRR,-8.5231,0.528989
IET,0.808752,0.191248
DET,0.287685,0.308104
FAR,-8.76417,0.287685
FRR,-8.5196,0.536363
IET,0.812493,0.187507
DET,0.295761,0.290741
FAR,-8.77236,0.295761
FRR,-8.5131,0.54384
IET,0.816251,0.183749
DET,0.304065,0.285251
FAR,-8.78068,0.304065
FRR,-8.50733,0.551421
IET,0.820026,0.179974
DET,0.312601,0.277555
FAR,-8.78907,0.312601
FRR,-8.50188,0.559107
IET,0.823819,0.176181
DET,0.321376,0.264737
FAR,-8.79773,0.321376
FRR,-8.48722,0.566901
IET,0.827629,0.172371
DET,0.330398,0.262841
FAR,-8.80633,0.330398
FRR,-8.47713,0.574803
IET,0.831457,0.168543
DET,0.339674,0.257945
FAR,-8.81532,0.339674
FRR,-8.46228,0.582815
IET,0.835302,0.164698
DET,0.349209,0.247603
FAR,-8.82432,0.349209
FRR,-8.45478,0.59094
IET,0.839166,0.160834
DET,0.359013,0.243629
FAR,-8.83345,0.359013
FRR,-8.44824,0.599177
IET,0.843047,0.156953
DET,0.369091,0.238979
FAR,-8.84271,0.369091
FRR,-8.44296,0.607529
IET,0.846946,0.153054
DET,0.379453,0.228803
