,OpenFace (Similarity) MEDS AUC = 0.64,x
0,0.00223214285714,0.0
1,0.0602678571429,0.0
2,0.0602678571429,0.00829875518672
3,0.120535714286,0.00829875518672
4,0.120535714286,0.0124481327801
5,0.125,0.0124481327801
6,0.125,0.0165975103734
7,0.136160714286,0.0165975103734
8,0.136160714286,0.0207468879668
9,0.138392857143,0.0207468879668
10,0.138392857143,0.0248962655602
11,0.171875,0.0248962655602
12,0.171875,0.0290456431535
13,0.185267857143,0.0290456431535
14,0.185267857143,0.0331950207469
15,0.1875,0.0331950207469
16,0.1875,0.0414937759336
17,0.198660714286,0.0414937759336
18,0.198660714286,0.045643153527
19,0.207589285714,0.045643153527
20,0.207589285714,0.0497925311203
21,0.223214285714,0.0497925311203
22,0.223214285714,0.0539419087137
23,0.227678571429,0.0539419087137
24,0.227678571429,0.0580912863071
25,0.232142857143,0.0580912863071
26,0.232142857143,0.0622406639004
27,0.234375,0.0622406639004
28,0.234375,0.0663900414938
29,0.236607142857,0.0663900414938
30,0.236607142857,0.0746887966805
31,0.258928571429,0.0746887966805
32,0.258928571429,0.0788381742739
33,0.265625,0.0788381742739
34,0.265625,0.0829875518672
35,0.270089285714,0.0829875518672
36,0.270089285714,0.0871369294606
37,0.272321428571,0.0871369294606
38,0.272321428571,0.0912863070539
39,0.274553571429,0.0912863070539
40,0.274553571429,0.107883817427
41,0.285714285714,0.107883817427
42,0.285714285714,0.112033195021
43,0.290178571429,0.112033195021
44,0.290178571429,0.116182572614
45,0.299107142857,0.116182572614
46,0.299107142857,0.124481327801
47,0.301339285714,0.124481327801
48,0.301339285714,0.128630705394
49,0.308035714286,0.128630705394
50,0.308035714286,0.132780082988
51,0.3125,0.132780082988
52,0.3125,0.136929460581
53,0.330357142857,0.136929460581
54,0.330357142857,0.141078838174
55,0.345982142857,0.141078838174
56,0.345982142857,0.145228215768
57,0.348214285714,0.145228215768
58,0.348214285714,0.149377593361
59,0.350446428571,0.149377593361
60,0.350446428571,0.157676348548
61,0.354910714286,0.157676348548
62,0.354910714286,0.165975103734
63,0.357142857143,0.165975103734
64,0.357142857143,0.178423236515
65,0.359375,0.178423236515
66,0.359375,0.195020746888
67,0.363839285714,0.195020746888
68,0.363839285714,0.203319502075
69,0.381696428571,0.203319502075
70,0.381696428571,0.211618257261
71,0.383928571429,0.211618257261
72,0.383928571429,0.215767634855
73,0.388392857143,0.215767634855
74,0.388392857143,0.219917012448
75,0.392857142857,0.219917012448
76,0.392857142857,0.228215767635
77,0.397321428571,0.228215767635
78,0.397321428571,0.232365145228
79,0.40625,0.232365145228
80,0.40625,0.236514522822
81,0.410714285714,0.236514522822
82,0.410714285714,0.240663900415
83,0.424107142857,0.240663900415
84,0.424107142857,0.248962655602
85,0.426339285714,0.248962655602
86,0.426339285714,0.253112033195
87,0.430803571429,0.253112033195
88,0.430803571429,0.257261410788
89,0.433035714286,0.257261410788
90,0.433035714286,0.261410788382
91,0.4375,0.261410788382
92,0.4375,0.265560165975
93,0.441964285714,0.265560165975
94,0.441964285714,0.269709543568
95,0.446428571429,0.269709543568
96,0.446428571429,0.273858921162
97,0.450892857143,0.273858921162
98,0.450892857143,0.278008298755
99,0.455357142857,0.278008298755
100,0.455357142857,0.282157676349
101,0.473214285714,0.282157676349
102,0.473214285714,0.286307053942
103,0.477678571429,0.286307053942
104,0.477678571429,0.294605809129
105,0.479910714286,0.294605809129
106,0.479910714286,0.307053941909
107,0.482142857143,0.307053941909
108,0.482142857143,0.311203319502
109,0.488839285714,0.311203319502
110,0.488839285714,0.319502074689
111,0.491071428571,0.319502074689
112,0.491071428571,0.323651452282
113,0.493303571429,0.323651452282
114,0.493303571429,0.327800829876
115,0.497767857143,0.327800829876
116,0.497767857143,0.336099585062
117,0.5,0.336099585062
118,0.5,0.344398340249
119,0.524553571429,0.344398340249
120,0.524553571429,0.348547717842
121,0.526785714286,0.348547717842
122,0.526785714286,0.356846473029
123,0.529017857143,0.356846473029
124,0.529017857143,0.360995850622
125,0.540178571429,0.360995850622
126,0.540178571429,0.365145228216
127,0.542410714286,0.365145228216
128,0.542410714286,0.369294605809
129,0.544642857143,0.369294605809
130,0.544642857143,0.373443983402
131,0.546875,0.373443983402
132,0.546875,0.377593360996
133,0.553571428571,0.377593360996
134,0.553571428571,0.390041493776
135,0.558035714286,0.390041493776
136,0.558035714286,0.394190871369
137,0.5625,0.394190871369
138,0.5625,0.406639004149
139,0.564732142857,0.406639004149
140,0.564732142857,0.410788381743
141,0.566964285714,0.410788381743
142,0.566964285714,0.419087136929
143,0.571428571429,0.419087136929
144,0.571428571429,0.423236514523
145,0.573660714286,0.423236514523
146,0.573660714286,0.439834024896
147,0.584821428571,0.439834024896
148,0.584821428571,0.44398340249
