,OpenFace (Similarity) MEDS AUC = 0.64,x
149,0.595982142857,0.44398340249
150,0.595982142857,0.448132780083
151,0.602678571429,0.448132780083
152,0.602678571429,0.464730290456
153,0.618303571429,0.464730290456
154,0.618303571429,0.473029045643
155,0.625,0.473029045643
156,0.625,0.477178423237
157,0.627232142857,0.477178423237
158,0.627232142857,0.48132780083
159,0.629464285714,0.48132780083
160,0.629464285714,0.485477178423
161,0.633928571429,0.485477178423
162,0.633928571429,0.49377593361
163,0.640625,0.49377593361
164,0.640625,0.497925311203
165,0.654017857143,0.497925311203
166,0.654017857143,0.50622406639
167,0.65625,0.50622406639
168,0.65625,0.51867219917
169,0.667410714286,0.51867219917
170,0.667410714286,0.522821576763
171,0.671875,0.522821576763
172,0.671875,0.535269709544
173,0.674107142857,0.535269709544
174,0.674107142857,0.539419087137
175,0.678571428571,0.539419087137
176,0.678571428571,0.54356846473
177,0.6875,0.54356846473
178,0.6875,0.547717842324
179,0.698660714286,0.547717842324
180,0.698660714286,0.551867219917
181,0.705357142857,0.551867219917
182,0.705357142857,0.560165975104
183,0.714285714286,0.560165975104
184,0.714285714286,0.56846473029
185,0.716517857143,0.56846473029
186,0.716517857143,0.572614107884
187,0.71875,0.572614107884
188,0.71875,0.576763485477
189,0.723214285714,0.576763485477
190,0.723214285714,0.580912863071
191,0.732142857143,0.580912863071
192,0.732142857143,0.593360995851
193,0.738839285714,0.593360995851
194,0.738839285714,0.601659751037
195,0.745535714286,0.601659751037
196,0.745535714286,0.614107883817
197,0.752232142857,0.614107883817
198,0.752232142857,0.618257261411
199,0.754464285714,0.618257261411
200,0.754464285714,0.622406639004
201,0.758928571429,0.622406639004
202,0.758928571429,0.626556016598
203,0.763392857143,0.626556016598
204,0.763392857143,0.634854771784
205,0.765625,0.634854771784
206,0.765625,0.639004149378
207,0.770089285714,0.639004149378
208,0.770089285714,0.643153526971
209,0.772321428571,0.643153526971
210,0.772321428571,0.647302904564
211,0.779017857143,0.647302904564
212,0.779017857143,0.651452282158
213,0.796875,0.651452282158
214,0.796875,0.655601659751
215,0.799107142857,0.655601659751
216,0.799107142857,0.680497925311
217,0.801339285714,0.680497925311
218,0.801339285714,0.684647302905
219,0.805803571429,0.684647302905
220,0.805803571429,0.688796680498
221,0.808035714286,0.688796680498
222,0.808035714286,0.701244813278
223,0.825892857143,0.701244813278
224,0.825892857143,0.705394190871
225,0.834821428571,0.705394190871
226,0.834821428571,0.709543568465
227,0.837053571429,0.709543568465
228,0.837053571429,0.713692946058
229,0.841517857143,0.713692946058
230,0.841517857143,0.717842323651
231,0.848214285714,0.717842323651
232,0.848214285714,0.721991701245
233,0.852678571429,0.721991701245
234,0.852678571429,0.726141078838
235,0.866071428571,0.726141078838
236,0.866071428571,0.730290456432
237,0.868303571429,0.730290456432
238,0.868303571429,0.738589211618
239,0.877232142857,0.738589211618
240,0.877232142857,0.746887966805
241,0.879464285714,0.746887966805
242,0.879464285714,0.751037344398
243,0.881696428571,0.751037344398
244,0.881696428571,0.755186721992
245,0.883928571429,0.755186721992
246,0.883928571429,0.759336099585
247,0.895089285714,0.759336099585
248,0.895089285714,0.763485477178
249,0.899553571429,0.763485477178
250,0.899553571429,0.767634854772
251,0.901785714286,0.767634854772
252,0.901785714286,0.780082987552
253,0.910714285714,0.780082987552
254,0.910714285714,0.788381742739
255,0.926339285714,0.788381742739
256,0.926339285714,0.796680497925
257,0.928571428571,0.796680497925
258,0.928571428571,0.804979253112
259,0.930803571429,0.804979253112
260,0.930803571429,0.813278008299
261,0.933035714286,0.813278008299
262,0.933035714286,0.817427385892
263,0.935267857143,0.817427385892
264,0.935267857143,0.825726141079
265,0.939732142857,0.825726141079
266,0.939732142857,0.838174273859
267,0.941964285714,0.838174273859
268,0.941964285714,0.846473029046
269,0.946428571429,0.846473029046
270,0.946428571429,0.854771784232
271,0.948660714286,0.854771784232
272,0.948660714286,0.863070539419
273,0.955357142857,0.863070539419
274,0.955357142857,0.879668049793
275,0.957589285714,0.879668049793
276,0.957589285714,0.892116182573
277,0.964285714286,0.892116182573
278,0.964285714286,0.896265560166
279,0.970982142857,0.896265560166
280,0.970982142857,0.904564315353
281,0.973214285714,0.904564315353
282,0.973214285714,0.917012448133
283,0.984375,0.917012448133
284,0.984375,0.954356846473
285,0.986607142857,0.954356846473
286,0.986607142857,0.970954356846
287,0.993303571429,0.970954356846
288,0.993303571429,0.97510373444
289,0.995535714286,0.97510373444
290,0.995535714286,0.98755186722
291,0.997767857143,0.98755186722
292,0.997767857143,0.995850622407
293,1.0,0.995850622407
294,1.0,1.0
