,OpenFace (Similarity) LFW AUC = 0.91,x
0,0.587354409318,0.0
1,0.587354409318,0.000336247478144
2,0.588019966722,0.000336247478144
3,0.588685524126,0.000336247478144
4,0.588685524126,0.00100874243443
5,0.589018302829,0.00100874243443
6,0.589683860233,0.00100874243443
7,0.591014975042,0.00100874243443
8,0.591014975042,0.00134498991258
9,0.591680532446,0.00134498991258
10,0.59234608985,0.00134498991258
11,0.593011647255,0.00134498991258
12,0.594009983361,0.00134498991258
13,0.594675540765,0.00134498991258
14,0.595008319468,0.00134498991258
15,0.595673876872,0.00134498991258
16,0.596006655574,0.00134498991258
17,0.596672212978,0.00134498991258
18,0.597337770383,0.00134498991258
19,0.598003327787,0.00134498991258
20,0.598336106489,0.00134498991258
21,0.599001663894,0.00134498991258
22,0.599334442596,0.00134498991258
23,0.600665557404,0.00134498991258
24,0.600998336106,0.00134498991258
25,0.601663893511,0.00134498991258
26,0.601996672213,0.00134498991258
27,0.603327787022,0.00134498991258
28,0.603660565724,0.00134498991258
29,0.604326123128,0.00134498991258
30,0.604991680532,0.00134498991258
31,0.605657237937,0.00134498991258
32,0.606322795341,0.00134498991258
33,0.606988352745,0.00134498991258
34,0.608319467554,0.00134498991258
35,0.608985024958,0.00134498991258
36,0.609317803661,0.00134498991258
37,0.609983361065,0.00134498991258
38,0.610648918469,0.00134498991258
39,0.611314475874,0.00134498991258
40,0.61231281198,0.00134498991258
41,0.61231281198,0.00201748486886
42,0.612645590682,0.00201748486886
43,0.612645590682,0.00235373234701
44,0.613311148087,0.00235373234701
45,0.613976705491,0.00235373234701
46,0.614642262895,0.00235373234701
47,0.614642262895,0.00336247478144
48,0.614975041597,0.00336247478144
49,0.614975041597,0.00369872225958
50,0.616306156406,0.00369872225958
51,0.617304492512,0.00369872225958
52,0.618302828619,0.00369872225958
53,0.618968386023,0.00369872225958
54,0.619301164725,0.00369872225958
55,0.619301164725,0.00437121721587
56,0.61996672213,0.00437121721587
57,0.620632279534,0.00437121721587
58,0.620965058236,0.00437121721587
59,0.620965058236,0.00470746469401
60,0.622296173045,0.00470746469401
61,0.622296173045,0.0053799596503
62,0.623294509151,0.0053799596503
63,0.624292845258,0.0053799596503
64,0.626289517471,0.0053799596503
65,0.626289517471,0.00605245460659
66,0.627287853577,0.00605245460659
67,0.627953410982,0.00605245460659
68,0.627953410982,0.00672494956288
